Scenario,Parameter,ActualParameter,Replicate,RunIndex,Algorithm,ElapsedMs
sortedness,0.59,0.60125,6,1,I,112.09096
sortedness,0.59,0.60125,6,2,I,115.108151
sortedness,0.59,0.60125,6,3,I,112.29482
sortedness,0.59,0.60125,6,1,Q,112.798885
sortedness,0.59,0.60125,6,2,Q,111.734599
sortedness,0.59,0.60125,6,3,Q,116.407488
sortedness,0.59,0.60125,6,1,M,110.154018
sortedness,0.59,0.60125,6,2,M,111.48602
sortedness,0.59,0.60125,6,3,M,104.455381
sortedness,0.59,0.60125,6,1,H,114.233575
sortedness,0.59,0.60125,6,2,H,118.665802
sortedness,0.59,0.60125,6,3,H,119.436199
sortedness,0.59,0.60125,6,1,R,135.724093
sortedness,0.59,0.60125,6,2,R,107.346417
sortedness,0.59,0.60125,6,3,R,116.841082
sortedness,0.59,0.59425,7,1,I,121.252724
sortedness,0.59,0.59425,7,2,I,113.332296
sortedness,0.59,0.59425,7,3,I,111.313593
sortedness,0.59,0.59425,7,1,Q,112.179252
sortedness,0.59,0.59425,7,2,Q,112.58198
sortedness,0.59,0.59425,7,3,Q,112.988105
sortedness,0.59,0.59425,7,1,M,124.739448
sortedness,0.59,0.59425,7,2,M,115.451279
sortedness,0.59,0.59425,7,3,M,116.75786
sortedness,0.59,0.59425,7,1,H,116.269968
sortedness,0.59,0.59425,7,2,H,126.542909
sortedness,0.59,0.59425,7,3,H,126.120701
sortedness,0.59,0.59425,7,1,R,110.701033
sortedness,0.59,0.59425,7,2,R,114.59008
sortedness,0.59,0.59425,7,3,R,110.149523
sortedness,0.59,0.58025,8,1,I,114.190022
sortedness,0.59,0.58025,8,2,I,111.003825
sortedness,0.59,0.58025,8,3,I,118.151394
sortedness,0.59,0.58025,8,1,Q,116.784626
sortedness,0.59,0.58025,8,2,Q,109.019625
sortedness,0.59,0.58025,8,3,Q,116.228105
sortedness,0.59,0.58025,8,1,M,123.396156
sortedness,0.59,0.58025,8,2,M,113.927823
sortedness,0.59,0.58025,8,3,M,112.810157
sortedness,0.59,0.58025,8,1,H,108.278842
sortedness,0.59,0.58025,8,2,H,124.204675
sortedness,0.59,0.58025,8,3,H,119.413731
sortedness,0.59,0.58025,8,1,R,118.114006
sortedness,0.59,0.58025,8,2,R,115.632037
sortedness,0.59,0.58025,8,3,R,118.894842
sortedness,0.6,0.59975,1,1,I,110.35644
sortedness,0.6,0.59975,1,2,I,109.372937
sortedness,0.6,0.59975,1,3,I,113.140419
sortedness,0.6,0.59975,1,1,Q,113.69912
sortedness,0.6,0.59975,1,2,Q,117.948723
sortedness,0.6,0.59975,1,3,Q,112.691402
sortedness,0.6,0.59975,1,1,M,113.330653
sortedness,0.6,0.59975,1,2,M,118.719125
sortedness,0.6,0.59975,1,3,M,114.684025
sortedness,0.6,0.59975,1,1,H,121.099556
sortedness,0.6,0.59975,1,2,H,139.752011
sortedness,0.6,0.59975,1,3,H,117.966491
sortedness,0.6,0.59975,1,1,R,115.513959
sortedness,0.6,0.59975,1,2,R,123.740386
sortedness,0.6,0.59975,1,3,R,108.853138
sortedness,0.6,0.59725,2,1,I,122.100946
sortedness,0.6,0.59725,2,2,I,120.761951
sortedness,0.6,0.59725,2,3,I,128.094335
sortedness,0.6,0.59725,2,1,Q,129.788917
sortedness,0.6,0.59725,2,2,Q,114.531573
sortedness,0.6,0.59725,2,3,Q,113.534626
sortedness,0.6,0.59725,2,1,M,113.284798
sortedness,0.6,0.59725,2,2,M,117.99542
sortedness,0.6,0.59725,2,3,M,121.877511
sortedness,0.6,0.59725,2,1,H,119.703739
sortedness,0.6,0.59725,2,2,H,111.747189
sortedness,0.6,0.59725,2,3,H,120.836408
sortedness,0.6,0.59725,2,1,R,120.37778
sortedness,0.6,0.59725,2,2,R,120.396092
sortedness,0.6,0.59725,2,3,R,113.778817
sortedness,0.6,0.59625,3,1,I,121.584655
sortedness,0.6,0.59625,3,2,I,116.588911
sortedness,0.6,0.59625,3,3,I,115.706659
sortedness,0.6,0.59625,3,1,Q,114.91527
sortedness,0.6,0.59625,3,2,Q,114.158235
sortedness,0.6,0.59625,3,3,Q,120.616262
sortedness,0.6,0.59625,3,1,M,112.078087
sortedness,0.6,0.59625,3,2,M,109.188742
sortedness,0.6,0.59625,3,3,M,117.801436
sortedness,0.6,0.59625,3,1,H,133.743902
sortedness,0.6,0.59625,3,2,H,108.733681
sortedness,0.6,0.59625,3,3,H,114.926502
sortedness,0.6,0.59625,3,1,R,115.196251
sortedness,0.6,0.59625,3,2,R,141.151449
sortedness,0.6,0.59625,3,3,R,121.44062
sortedness,0.6,0.5955,4,1,I,115.997621
sortedness,0.6,0.5955,4,2,I,127.757391
sortedness,0.6,0.5955,4,3,I,116.898835
sortedness,0.6,0.5955,4,1,Q,117.962514
sortedness,0.6,0.5955,4,2,Q,111.963945
sortedness,0.6,0.5955,4,3,Q,115.032999
sortedness,0.6,0.5955,4,1,M,116.463294
sortedness,0.6,0.5955,4,2,M,129.480359
sortedness,0.6,0.5955,4,3,M,107.675356
sortedness,0.6,0.5955,4,1,H,120.915629
sortedness,0.6,0.5955,4,2,H,112.571496
sortedness,0.6,0.5955,4,3,H,107.830846
sortedness,0.6,0.5955,4,1,R,109.450734
sortedness,0.6,0.5955,4,2,R,109.670998
sortedness,0.6,0.5955,4,3,R,119.737236
sortedness,0.6,0.59925,5,1,I,120.692424
sortedness,0.6,0.59925,5,2,I,111.772252
sortedness,0.6,0.59925,5,3,I,113.212484
sortedness,0.6,0.59925,5,1,Q,111.249062
sortedness,0.6,0.59925,5,2,Q,118.322873
sortedness,0.6,0.59925,5,3,Q,109.831817
sortedness,0.6,0.59925,5,1,M,111.951504
sortedness,0.6,0.59925,5,2,M,109.726907
sortedness,0.6,0.59925,5,3,M,107.211139
sortedness,0.6,0.59925,5,1,H,111.024655
sortedness,0.6,0.59925,5,2,H,131.400456
sortedness,0.6,0.59925,5,3,H,120.701232
sortedness,0.6,0.59925,5,1,R,121.408278
sortedness,0.6,0.59925,5,2,R,119.320272
sortedness,0.6,0.59925,5,3,R,109.652022
sortedness,0.6,0.6115,6,1,I,110.064094
sortedness,0.6,0.6115,6,2,I,108.964629
sortedness,0.6,0.6115,6,3,I,120.051987
sortedness,0.6,0.6115,6,1,Q,119.095847
sortedness,0.6,0.6115,6,2,Q,113.331217
sortedness,0.6,0.6115,6,3,Q,118.988686
sortedness,0.6,0.6115,6,1,M,117.653939
sortedness,0.6,0.6115,6,2,M,112.033762
sortedness,0.6,0.6115,6,3,M,108.168407
sortedness,0.6,0.6115,6,1,H,110.640367
sortedness,0.6,0.6115,6,2,H,115.969513
sortedness,0.6,0.6115,6,3,H,148.183974
sortedness,0.6,0.6115,6,1,R,121.243948
sortedness,0.6,0.6115,6,2,R,111.948292
sortedness,0.6,0.6115,6,3,R,108.755372
sortedness,0.6,0.60975,7,1,I,106.698288
sortedness,0.6,0.60975,7,2,I,119.947348
sortedness,0.6,0.60975,7,3,I,106.802632
sortedness,0.6,0.60975,7,1,Q,117.341294
sortedness,0.6,0.60975,7,2,Q,109.761962
sortedness,0.6,0.60975,7,3,Q,130.115375
sortedness,0.6,0.60975,7,1,M,109.301491
sortedness,0.6,0.60975,7,2,M,108.295923
sortedness,0.6,0.60975,7,3,M,111.132748
sortedness,0.6,0.60975,7,1,H,106.688246
sortedness,0.6,0.60975,7,2,H,123.701445
sortedness,0.6,0.60975,7,3,H,113.830236
sortedness,0.6,0.60975,7,1,R,110.225655
sortedness,0.6,0.60975,7,2,R,109.799204
sortedness,0.6,0.60975,7,3,R,109.977565
sortedness,0.6,0.594,8,1,I,107.582816
sortedness,0.6,0.594,8,2,I,108.597637
sortedness,0.6,0.594,8,3,I,114.280056
sortedness,0.6,0.594,8,1,Q,109.983266
sortedness,0.6,0.594,8,2,Q,108.50199
sortedness,0.6,0.594,8,3,Q,109.113095
sortedness,0.6,0.594,8,1,M,108.855617
sortedness,0.6,0.594,8,2,M,109.453345
sortedness,0.6,0.594,8,3,M,111.686566
sortedness,0.6,0.594,8,1,H,108.152225
sortedness,0.6,0.594,8,2,H,115.197385
sortedness,0.6,0.594,8,3,H,111.682502
sortedness,0.6,0.594,8,1,R,108.568325
sortedness,0.6,0.594,8,2,R,109.33822
sortedness,0.6,0.594,8,3,R,110.705455
sortedness,0.61,0.61425,1,1,I,117.075146
sortedness,0.61,0.61425,1,2,I,113.91343
sortedness,0.61,0.61425,1,3,I,114.366423
sortedness,0.61,0.61425,1,1,Q,108.405613
sortedness,0.61,0.61425,1,2,Q,110.340087
sortedness,0.61,0.61425,1,3,Q,108.482292
sortedness,0.61,0.61425,1,1,M,108.141152
sortedness,0.61,0.61425,1,2,M,109.956595
sortedness,0.61,0.61425,1,3,M,110.550346
sortedness,0.61,0.61425,1,1,H,103.94913
sortedness,0.61,0.61425,1,2,H,113.167221
sortedness,0.61,0.61425,1,3,H,111.466878
sortedness,0.61,0.61425,1,1,R,101.646604
sortedness,0.61,0.61425,1,2,R,110.295335
sortedness,0.61,0.61425,1,3,R,100.325922
sortedness,0.61,0.607,2,1,I,109.495234
sortedness,0.61,0.607,2,2,I,111.286852
sortedness,0.61,0.607,2,3,I,118.89653
sortedness,0.61,0.607,2,1,Q,122.609944
sortedness,0.61,0.607,2,2,Q,114.092003
sortedness,0.61,0.607,2,3,Q,124.974503
sortedness,0.61,0.607,2,1,M,115.313033
sortedness,0.61,0.607,2,2,M,108.538519
sortedness,0.61,0.607,2,3,M,110.832023
sortedness,0.61,0.607,2,1,H,108.600462
sortedness,0.61,0.607,2,2,H,111.626539
sortedness,0.61,0.607,2,3,H,111.01766
sortedness,0.61,0.607,2,1,R,112.928741
sortedness,0.61,0.607,2,2,R,115.99625
sortedness,0.61,0.607,2,3,R,117.156527
sortedness,0.61,0.60725,3,1,I,113.509821
sortedness,0.61,0.60725,3,2,I,109.86101
sortedness,0.61,0.60725,3,3,I,96.98505
sortedness,0.61,0.60725,3,1,Q,110.533644
sortedness,0.61,0.60725,3,2,Q,111.581424
sortedness,0.61,0.60725,3,3,Q,114.78425
sortedness,0.61,0.60725,3,1,M,109.724263
sortedness,0.61,0.60725,3,2,M,110.371688
sortedness,0.61,0.60725,3,3,M,111.939576
sortedness,0.61,0.60725,3,1,H,112.149751
sortedness,0.61,0.60725,3,2,H,111.08246
sortedness,0.61,0.60725,3,3,H,120.871468
sortedness,0.61,0.60725,3,1,R,109.704063
sortedness,0.61,0.60725,3,2,R,113.971568
sortedness,0.61,0.60725,3,3,R,111.660727
sortedness,0.61,0.615,4,1,I,108.965528
sortedness,0.61,0.615,4,2,I,111.530823
sortedness,0.61,0.615,4,3,I,110.276324
sortedness,0.61,0.615,4,1,Q,113.448653
sortedness,0.61,0.615,4,2,Q,111.777874
sortedness,0.61,0.615,4,3,Q,111.463075
sortedness,0.61,0.615,4,1,M,114.008979
sortedness,0.61,0.615,4,2,M,116.307337
sortedness,0.61,0.615,4,3,M,113.902449
sortedness,0.61,0.615,4,1,H,116.622817
sortedness,0.61,0.615,4,2,H,111.38438
sortedness,0.61,0.615,4,3,H,112.226993
sortedness,0.61,0.615,4,1,R,109.506935
sortedness,0.61,0.615,4,2,R,110.473515
sortedness,0.61,0.615,4,3,R,112.466356
sortedness,0.61,0.61425,5,1,I,109.771561
sortedness,0.61,0.61425,5,2,I,110.353296
sortedness,0.61,0.61425,5,3,I,108.199288
sortedness,0.61,0.61425,5,1,Q,109.874064
sortedness,0.61,0.61425,5,2,Q,125.364056
sortedness,0.61,0.61425,5,3,Q,107.275151
sortedness,0.61,0.61425,5,1,M,106.041846
sortedness,0.61,0.61425,5,2,M,107.837838
sortedness,0.61,0.61425,5,3,M,108.54069
sortedness,0.61,0.61425,5,1,H,109.775097
sortedness,0.61,0.61425,5,2,H,115.658452
sortedness,0.61,0.61425,5,3,H,126.520776
sortedness,0.61,0.61425,5,1,R,115.076201
sortedness,0.61,0.61425,5,2,R,115.3046
sortedness,0.61,0.61425,5,3,R,113.01728
sortedness,0.61,0.60475,6,1,I,111.711084
sortedness,0.61,0.60475,6,2,I,110.857807
sortedness,0.61,0.60475,6,3,I,112.941073
sortedness,0.61,0.60475,6,1,Q,111.936078
sortedness,0.61,0.60475,6,2,Q,112.099268
sortedness,0.61,0.60475,6,3,Q,99.965653
sortedness,0.61,0.60475,6,1,M,116.624873
sortedness,0.61,0.60475,6,2,M,114.024348
sortedness,0.61,0.60475,6,3,M,109.355283
sortedness,0.61,0.60475,6,1,H,109.70533
sortedness,0.61,0.60475,6,2,H,109.731984
sortedness,0.61,0.60475,6,3,H,101.845857
sortedness,0.61,0.60475,6,1,R,111.938764
sortedness,0.61,0.60475,6,2,R,131.046056
sortedness,0.61,0.60475,6,3,R,107.442601
sortedness,0.61,0.6115,7,1,I,136.032543
sortedness,0.61,0.6115,7,2,I,115.700136
sortedness,0.61,0.6115,7,3,I,120.331969
sortedness,0.61,0.6115,7,1,Q,111.802872
sortedness,0.61,0.6115,7,2,Q,114.431876
sortedness,0.61,0.6115,7,3,Q,114.769822
sortedness,0.61,0.6115,7,1,M,111.075534
sortedness,0.61,0.6115,7,2,M,120.290412
sortedness,0.61,0.6115,7,3,M,118.18478
sortedness,0.61,0.6115,7,1,H,121.766609
sortedness,0.61,0.6115,7,2,H,115.174638
sortedness,0.61,0.6115,7,3,H,114.566552
sortedness,0.61,0.6115,7,1,R,108.962873
sortedness,0.61,0.6115,7,2,R,113.5656
sortedness,0.61,0.6115,7,3,R,115.230456
sortedness,0.61,0.59925,8,1,I,111.340701
sortedness,0.61,0.59925,8,2,I,112.959391
sortedness,0.61,0.59925,8,3,I,111.540226
sortedness,0.61,0.59925,8,1,Q,135.799766
sortedness,0.61,0.59925,8,2,Q,115.038404
sortedness,0.61,0.59925,8,3,Q,111.516585
sortedness,0.61,0.59925,8,1,M,113.515654
sortedness,0.61,0.59925,8,2,M,110.213144
sortedness,0.61,0.59925,8,3,M,116.674935
sortedness,0.61,0.59925,8,1,H,128.198034
sortedness,0.61,0.59925,8,2,H,117.343226
sortedness,0.61,0.59925,8,3,H,103.760628
sortedness,0.61,0.59925,8,1,R,113.049171
sortedness,0.61,0.59925,8,2,R,120.280243
sortedness,0.61,0.59925,8,3,R,112.829057
sortedness,0.62,0.6185,1,1,I,115.658964
sortedness,0.62,0.6185,1,2,I,121.228971
sortedness,0.62,0.6185,1,3,I,110.922343
sortedness,0.62,0.6185,1,1,Q,132.924399
sortedness,0.62,0.6185,1,2,Q,113.319713
sortedness,0.62,0.6185,1,3,Q,127.20676
sortedness,0.62,0.6185,1,1,M,118.596784
sortedness,0.62,0.6185,1,2,M,99.475502
sortedness,0.62,0.6185,1,3,M,109.789938
sortedness,0.62,0.6185,1,1,H,110.752496
sortedness,0.62,0.6185,1,2,H,110.670767
sortedness,0.62,0.6185,1,3,H,124.845182
sortedness,0.62,0.6185,1,1,R,100.87375
sortedness,0.62,0.6185,1,2,R,134.257074
sortedness,0.62,0.6185,1,3,R,127.439574
sortedness,0.62,0.6165,2,1,I,131.105227
sortedness,0.62,0.6165,2,2,I,118.146183
sortedness,0.62,0.6165,2,3,I,129.488618
sortedness,0.62,0.6165,2,1,Q,116.311249
sortedness,0.62,0.6165,2,2,Q,122.071866
sortedness,0.62,0.6165,2,3,Q,115.162225
sortedness,0.62,0.6165,2,1,M,119.920444
sortedness,0.62,0.6165,2,2,M,114.441063
sortedness,0.62,0.6165,2,3,M,110.371091
sortedness,0.62,0.6165,2,1,H,110.913833
sortedness,0.62,0.6165,2,2,H,111.474142
sortedness,0.62,0.6165,2,3,H,110.542647
sortedness,0.62,0.6165,2,1,R,115.264883
sortedness,0.62,0.6165,2,2,R,107.604177
sortedness,0.62,0.6165,2,3,R,123.758127
sortedness,0.62,0.62425,3,1,I,119.791628
sortedness,0.62,0.62425,3,2,I,168.877728
sortedness,0.62,0.62425,3,3,I,140.525019
sortedness,0.62,0.62425,3,1,Q,109.516406
sortedness,0.62,0.62425,3,2,Q,113.70133
sortedness,0.62,0.62425,3,3,Q,119.577476
sortedness,0.62,0.62425,3,1,M,108.714011
sortedness,0.62,0.62425,3,2,M,108.249695
sortedness,0.62,0.62425,3,3,M,108.030114
sortedness,0.62,0.62425,3,1,H,125.588669
sortedness,0.62,0.62425,3,2,H,121.947914
sortedness,0.62,0.62425,3,3,H,120.735665
sortedness,0.62,0.62425,3,1,R,109.506022
sortedness,0.62,0.62425,3,2,R,121.586741
sortedness,0.62,0.62425,3,3,R,120.746716
sortedness,0.62,0.6125,4,1,I,117.715103
sortedness,0.62,0.6125,4,2,I,121.965402
sortedness,0.62,0.6125,4,3,I,113.310571
sortedness,0.62,0.6125,4,1,Q,116.458928
sortedness,0.62,0.6125,4,2,Q,109.194806
sortedness,0.62,0.6125,4,3,Q,113.537992
sortedness,0.62,0.6125,4,1,M,101.198863
sortedness,0.62,0.6125,4,2,M,116.222685
sortedness,0.62,0.6125,4,3,M,114.896947
sortedness,0.62,0.6125,4,1,H,114.109044
sortedness,0.62,0.6125,4,2,H,120.598195
sortedness,0.62,0.6125,4,3,H,113.57371
sortedness,0.62,0.6125,4,1,R,112.828142
sortedness,0.62,0.6125,4,2,R,115.69111
sortedness,0.62,0.6125,4,3,R,114.683855
sortedness,0.62,0.624,5,1,I,122.411945
sortedness,0.62,0.624,5,2,I,122.44085
sortedness,0.62,0.624,5,3,I,120.768265
sortedness,0.62,0.624,5,1,Q,138.383916
sortedness,0.62,0.624,5,2,Q,109.747891
sortedness,0.62,0.624,5,3,Q,112.986305
sortedness,0.62,0.624,5,1,M,112.188838
sortedness,0.62,0.624,5,2,M,121.366679
sortedness,0.62,0.624,5,3,M,113.681063
sortedness,0.62,0.624,5,1,H,113.672655
sortedness,0.62,0.624,5,2,H,114.187309
sortedness,0.62,0.624,5,3,H,115.193836
sortedness,0.62,0.624,5,1,R,114.443642
sortedness,0.62,0.624,5,2,R,127.85932
sortedness,0.62,0.624,5,3,R,111.467931
sortedness,0.62,0.60325,6,1,I,112.841893
sortedness,0.62,0.60325,6,2,I,99.578767
sortedness,0.62,0.60325,6,3,I,118.175487
sortedness,0.62,0.60325,6,1,Q,117.708994
sortedness,0.62,0.60325,6,2,Q,115.702428
sortedness,0.62,0.60325,6,3,Q,116.289332
sortedness,0.62,0.60325,6,1,M,121.941972
sortedness,0.62,0.60325,6,2,M,113.442965
sortedness,0.62,0.60325,6,3,M,107.035325
sortedness,0.62,0.60325,6,1,H,126.357065
sortedness,0.62,0.60325,6,2,H,117.137265
sortedness,0.62,0.60325,6,3,H,116.02947
sortedness,0.62,0.60325,6,1,R,111.985283
sortedness,0.62,0.60325,6,2,R,116.816618
sortedness,0.62,0.60325,6,3,R,120.702018
sortedness,0.62,0.6245,7,1,I,111.110213
sortedness,0.62,0.6245,7,2,I,124.068378
sortedness,0.62,0.6245,7,3,I,119.881773
sortedness,0.62,0.6245,7,1,Q,115.780346
sortedness,0.62,0.6245,7,2,Q,112.685796
sortedness,0.62,0.6245,7,3,Q,113.66473
sortedness,0.62,0.6245,7,1,M,109.820662
sortedness,0.62,0.6245,7,2,M,115.29888
sortedness,0.62,0.6245,7,3,M,109.103734
sortedness,0.62,0.6245,7,1,H,110.721396
sortedness,0.62,0.6245,7,2,H,110.620527
sortedness,0.62,0.6245,7,3,H,116.36008
sortedness,0.62,0.6245,7,1,R,110.804383
sortedness,0.62,0.6245,7,2,R,112.45076
sortedness,0.62,0.6245,7,3,R,109.603474
sortedness,0.62,0.63625,8,1,I,121.397721
sortedness,0.62,0.63625,8,2,I,119.470327
sortedness,0.62,0.63625,8,3,I,115.995068
sortedness,0.62,0.63625,8,1,Q,110.874146
sortedness,0.62,0.63625,8,2,Q,113.931132
sortedness,0.62,0.63625,8,3,Q,112.344391
sortedness,0.62,0.63625,8,1,M,120.45515
sortedness,0.62,0.63625,8,2,M,113.589778
sortedness,0.62,0.63625,8,3,M,123.085267
sortedness,0.62,0.63625,8,1,H,115.057032
sortedness,0.62,0.63625,8,2,H,128.495041
sortedness,0.62,0.63625,8,3,H,119.258758
sortedness,0.62,0.63625,8,1,R,112.521497
sortedness,0.62,0.63625,8,2,R,111.058841
sortedness,0.62,0.63625,8,3,R,110.804621
sortedness,0.62,0.61875,9,1,I,112.738526
sortedness,0.62,0.61875,9,2,I,111.207469
sortedness,0.62,0.61875,9,3,I,114.514319
sortedness,0.62,0.61875,9,1,Q,114.878559
sortedness,0.62,0.61875,9,2,Q,113.343907
sortedness,0.62,0.61875,9,3,Q,109.172502
sortedness,0.62,0.61875,9,1,M,111.715046
sortedness,0.62,0.61875,9,2,M,114.645009
sortedness,0.62,0.61875,9,3,M,109.300151
sortedness,0.62,0.61875,9,1,H,110.549164
sortedness,0.62,0.61875,9,2,H,110.424129
sortedness,0.62,0.61875,9,3,H,118.543924
sortedness,0.62,0.61875,9,1,R,98.8819
sortedness,0.62,0.61875,9,2,R,110.09488
sortedness,0.62,0.61875,9,3,R,113.364552
sortedness,0.62,0.62325,10,1,I,111.800487
sortedness,0.62,0.62325,10,2,I,110.078397
sortedness,0.62,0.62325,10,3,I,113.515425
sortedness,0.62,0.62325,10,1,Q,113.733727
sortedness,0.62,0.62325,10,2,Q,116.113694
sortedness,0.62,0.62325,10,3,Q,111.64605
sortedness,0.62,0.62325,10,1,M,112.033047
sortedness,0.62,0.62325,10,2,M,118.191432
sortedness,0.62,0.62325,10,3,M,108.420988
sortedness,0.62,0.62325,10,1,H,101.204231
sortedness,0.62,0.62325,10,2,H,108.491269
sortedness,0.62,0.62325,10,3,H,114.235651
sortedness,0.62,0.62325,10,1,R,109.620774
sortedness,0.62,0.62325,10,2,R,107.744643
sortedness,0.62,0.62325,10,3,R,136.26854
sortedness,0.63,0.6295,1,1,I,113.247444
sortedness,0.63,0.6295,1,2,I,112.290692
sortedness,0.63,0.6295,1,3,I,116.875883
sortedness,0.63,0.6295,1,1,Q,113.787522
sortedness,0.63,0.6295,1,2,Q,98.630867
sortedness,0.63,0.6295,1,3,Q,120.576127
sortedness,0.63,0.6295,1,1,M,116.399932
sortedness,0.63,0.6295,1,2,M,117.871792
sortedness,0.63,0.6295,1,3,M,117.522332
sortedness,0.63,0.6295,1,1,H,125.053485
sortedness,0.63,0.6295,1,2,H,119.477622
sortedness,0.63,0.6295,1,3,H,115.400321
sortedness,0.63,0.6295,1,1,R,116.664908
sortedness,0.63,0.6295,1,2,R,114.219212
sortedness,0.63,0.6295,1,3,R,113.45848
sortedness,0.63,0.63175,2,1,I,112.963126
sortedness,0.63,0.63175,2,2,I,105.931396
sortedness,0.63,0.63175,2,3,I,103.259404
sortedness,0.63,0.63175,2,1,Q,111.3847
sortedness,0.63,0.63175,2,2,Q,114.062049
sortedness,0.63,0.63175,2,3,Q,112.742871
sortedness,0.63,0.63175,2,1,M,114.224802
sortedness,0.63,0.63175,2,2,M,112.238862
sortedness,0.63,0.63175,2,3,M,111.592135
sortedness,0.63,0.63175,2,1,H,116.180434
sortedness,0.63,0.63175,2,2,H,112.535982
sortedness,0.63,0.63175,2,3,H,114.918189
sortedness,0.63,0.63175,2,1,R,117.229226
sortedness,0.63,0.63175,2,2,R,109.941668
sortedness,0.63,0.63175,2,3,R,115.98816
sortedness,0.63,0.62775,3,1,I,109.529359
sortedness,0.63,0.62775,3,2,I,113.543535
sortedness,0.63,0.62775,3,3,I,111.786861
sortedness,0.63,0.62775,3,1,Q,113.251328
sortedness,0.63,0.62775,3,2,Q,101.540213
sortedness,0.63,0.62775,3,3,Q,109.175669
sortedness,0.63,0.62775,3,1,M,108.723623
sortedness,0.63,0.62775,3,2,M,117.004688
sortedness,0.63,0.62775,3,3,M,111.836817
sortedness,0.63,0.62775,3,1,H,117.365279
sortedness,0.63,0.62775,3,2,H,108.766447
sortedness,0.63,0.62775,3,3,H,110.489561
sortedness,0.63,0.62775,3,1,R,113.149075
sortedness,0.63,0.62775,3,2,R,119.960076
sortedness,0.63,0.62775,3,3,R,112.041485
sortedness,0.63,0.6185,4,1,I,112.135827
sortedness,0.63,0.6185,4,2,I,111.251845
sortedness,0.63,0.6185,4,3,I,109.801078
sortedness,0.63,0.6185,4,1,Q,114.358223
sortedness,0.63,0.6185,4,2,Q,109.321042
sortedness,0.63,0.6185,4,3,Q,115.730179
sortedness,0.63,0.6185,4,1,M,116.652271
sortedness,0.63,0.6185,4,2,M,110.900862
sortedness,0.63,0.6185,4,3,M,121.540686
sortedness,0.63,0.6185,4,1,H,113.437871
sortedness,0.63,0.6185,4,2,H,109.83688
sortedness,0.63,0.6185,4,3,H,110.60944
sortedness,0.63,0.6185,4,1,R,117.110754
sortedness,0.63,0.6185,4,2,R,113.673984
sortedness,0.63,0.6185,4,3,R,109.23902
sortedness,0.63,0.6305,5,1,I,111.624976
sortedness,0.63,0.6305,5,2,I,114.661287
sortedness,0.63,0.6305,5,3,I,120.949354
sortedness,0.63,0.6305,5,1,Q,110.125142
sortedness,0.63,0.6305,5,2,Q,111.455715
sortedness,0.63,0.6305,5,3,Q,116.668821
sortedness,0.63,0.6305,5,1,M,111.931665
sortedness,0.63,0.6305,5,2,M,117.126298
sortedness,0.63,0.6305,5,3,M,120.231532
sortedness,0.63,0.6305,5,1,H,111.334663
sortedness,0.63,0.6305,5,2,H,113.447832
sortedness,0.63,0.6305,5,3,H,113.299249
sortedness,0.63,0.6305,5,1,R,115.730999
sortedness,0.63,0.6305,5,2,R,114.213076
sortedness,0.63,0.6305,5,3,R,107.883526
sortedness,0.63,0.62475,6,1,I,117.27033
sortedness,0.63,0.62475,6,2,I,110.243521
sortedness,0.63,0.62475,6,3,I,112.187986
sortedness,0.63,0.62475,6,1,Q,114.998118
sortedness,0.63,0.62475,6,2,Q,109.639101
sortedness,0.63,0.62475,6,3,Q,112.579937
sortedness,0.63,0.62475,6,1,M,111.75693
sortedness,0.63,0.62475,6,2,M,110.121083
sortedness,0.63,0.62475,6,3,M,113.385632
sortedness,0.63,0.62475,6,1,H,110.228751
sortedness,0.63,0.62475,6,2,H,112.87891
sortedness,0.63,0.62475,6,3,H,116.306835
sortedness,0.63,0.62475,6,1,R,111.674724
sortedness,0.63,0.62475,6,2,R,112.110274
sortedness,0.63,0.62475,6,3,R,112.545306
sortedness,0.63,0.6295,7,1,I,98.71067
sortedness,0.63,0.6295,7,2,I,116.907457
sortedness,0.63,0.6295,7,3,I,112.805331
sortedness,0.63,0.6295,7,1,Q,110.131694
sortedness,0.63,0.6295,7,2,Q,98.129612
sortedness,0.63,0.6295,7,3,Q,116.293104
sortedness,0.63,0.6295,7,1,M,113.553657
sortedness,0.63,0.6295,7,2,M,121.805468
sortedness,0.63,0.6295,7,3,M,112.031467
sortedness,0.63,0.6295,7,1,H,114.189568
sortedness,0.63,0.6295,7,2,H,108.36407
sortedness,0.63,0.6295,7,3,H,130.120642
sortedness,0.63,0.6295,7,1,R,114.852165
sortedness,0.63,0.6295,7,2,R,123.00308
sortedness,0.63,0.6295,7,3,R,114.506203
sortedness,0.63,0.6315,8,1,I,120.22989
sortedness,0.63,0.6315,8,2,I,111.61455
sortedness,0.63,0.6315,8,3,I,114.735259
sortedness,0.63,0.6315,8,1,Q,109.725809
sortedness,0.63,0.6315,8,2,Q,110.375375
sortedness,0.63,0.6315,8,3,Q,117.48217
sortedness,0.63,0.6315,8,1,M,117.758453
sortedness,0.63,0.6315,8,2,M,108.750388
sortedness,0.63,0.6315,8,3,M,112.275774
sortedness,0.63,0.6315,8,1,H,121.795583
sortedness,0.63,0.6315,8,2,H,114.97334
sortedness,0.63,0.6315,8,3,H,110.855919
sortedness,0.63,0.6315,8,1,R,116.089901
sortedness,0.63,0.6315,8,2,R,113.314233
sortedness,0.63,0.6315,8,3,R,111.723009
sortedness,0.64,0.63525,1,1,I,109.381231
